,Number,Name,Department,Functional_Group,Sp_Area_Designed,Area_Briefed,Area Dif
3896729,05.02.00.013,NURSE STATION (CENTRAL),05 - SPECIAL CARE BABY UNIT,,10.03,10.00,-0.03
3898319,05.02.00.014,NURSE STATION (SATELLITE),05 - SPECIAL CARE BABY UNIT,,5.04,5.00,-0.04
3898360,05.02.00.015,NURSE STATION (SATELLITE),05 - SPECIAL CARE BABY UNIT,,5.27,5.00,-0.27
3901352,05.02.00.016,NURSE STATION (SATELLITE),05 - SPECIAL CARE BABY UNIT,,6.43,5.00,-1.43
3969885,05.02.00.017,SATELLITE STORE,05 - SPECIAL CARE BABY UNIT,,4.61,5.00,0.39
3912042,05.02.00.018,SATELLITE STORE,05 - SPECIAL CARE BABY UNIT,,4.72,5.00,0.28
3912122,05.02.00.019,SATELLITE STORE,05 - SPECIAL CARE BABY UNIT,,4.61,5.00,0.39
3896699,05.02.00.020,DIRTY UTILITY,05 - SPECIAL CARE BABY UNIT,,10.02,10.00,-0.02
3899430,05.02.00.021,CLEANER'S ROOM,05 - SPECIAL CARE BABY UNIT,,2.99,3.00,0.01
3896702,05.02.00.022,STORE (LINEN),05 - SPECIAL CARE BABY UNIT,,9.96,10.00,0.04
4006946,05.03.00.001,SCBU 6-COT ROOM,05 - SPECIAL CARE BABY UNIT,,60.00,64.00,4.00
4007146,05.03.00.002,SCBU 6-COT ROOM,05 - SPECIAL CARE BABY UNIT,,60.00,0.00,-60.00
4007598,05.03.00.003,SCBU 6-COT ROOM,05 - SPECIAL CARE BABY UNIT,,60.00,0.00,-60.00
3896780,05.03.00.006,WORK COUNTER,05 - SPECIAL CARE BABY UNIT,,5.27,0.00,-5.27
3898477,05.03.00.007,WORK COUNTER,05 - SPECIAL CARE BABY UNIT,,5.27,0.00,-5.27
3896783,05.03.00.008,WORK COUNTER,05 - SPECIAL CARE BABY UNIT,,5.27,0.00,-5.27
3898590,05.03.00.009,WORK COUNTER,05 - SPECIAL CARE BABY UNIT,,5.57,0.00,-5.57
3896690,05.03.00.010,WORK COUNTER,05 - SPECIAL CARE BABY UNIT,,4.00,0.00,-4.00
3896672,05.03.00.011,SCBU ISOLATION,05 - SPECIAL CARE BABY UNIT,,14.03,18.00,3.97
3896675,05.03.00.012,SCBU ISOLATION,05 - SPECIAL CARE BABY UNIT,,14.03,0.00,-14.03
3896678,05.03.00.013,SCBU ISOLATION,05 - SPECIAL CARE BABY UNIT,,14.03,0.00,-14.03
3896885,05.03.00.014,WORK COUNTER,05 - SPECIAL CARE BABY UNIT,,3.50,0.00,-3.50
3898089,05.03.00.015,WORK COUNTER,05 - SPECIAL CARE BABY UNIT,,3.64,0.00,-3.64
3898075,05.03.00.016,WORK COUNTER,05 - SPECIAL CARE BABY UNIT,,3.64,0.00,-3.64
3896687,05.03.00.017,ANTEROOM,05 - SPECIAL CARE BABY UNIT,,4.74,5.00,0.26
3896684,05.03.00.018,ANTEROOM,05 - SPECIAL CARE BABY UNIT,,4.74,5.00,0.26
3896681,05.03.00.019,ANTEROOM,05 - SPECIAL CARE BABY UNIT,,4.74,5.00,0.26
3900177,05.03.00.020,NURSE STATION (CENTRAL),05 - SPECIAL CARE BABY UNIT,,9.95,10.00,0.05
3898544,05.03.00.021,NURSE STATION (SATELLITE),05 - SPECIAL CARE BABY UNIT,,5.04,5.00,-0.04
3896777,05.03.00.022,NURSE STATION (SATELLITE),05 - SPECIAL CARE BABY UNIT,,5.26,5.00,-0.26
4046262,05.03.00.023,NURSE STATION (SATELLITE),05 - SPECIAL CARE BABY UNIT,,6.95,5.00,-1.95
3914216,05.03.00.024,NURSE STATION (SATELLITE),05 - SPECIAL CARE BABY UNIT,,4.02,5.00,0.98
3914154,05.03.00.025,SATELLITE STORE,05 - SPECIAL CARE BABY UNIT,,5.77,5.00,-0.77
4006737,05.03.00.026,SATELLITE STORE,05 - SPECIAL CARE BABY UNIT,,4.61,5.00,0.39
4046256,05.03.00.028,DIRTY UTILITY,05 - SPECIAL CARE BABY UNIT,,11.22,10.00,-1.22
3903070,05.03.00.029,CLEANER'S ROOM,05 - SPECIAL CARE BABY UNIT,,2.98,3.00,0.02
4046259,05.03.00.030,STORE (LINEN),05 - SPECIAL CARE BABY UNIT,,11.22,10.00,-1.22
3896705,05.04.00.001,TREATMENT ROOM,05 - SPECIAL CARE BABY UNIT,,20.08,20.00,-0.08
3896834,05.04.00.002,HEARING SCREENING ROOM,05 - SPECIAL CARE BABY UNIT,,9.91,10.00,0.09
3896708,05.04.00.003,BREAST FEEDING ROOM,05 - SPECIAL CARE BABY UNIT,,14.97,15.00,0.03
3896837,05.04.00.004,MILK PROCESSING ROOM,05 - SPECIAL CARE BABY UNIT,,10.01,10.00,-0.01
3896843,05.04.00.005,SOILED LINEN,05 - SPECIAL CARE BABY UNIT,,15.12,15.00,-0.12
3896840,05.04.00.006,REFUSE,05 - SPECIAL CARE BABY UNIT,,14.59,15.00,0.41
3896846,05.04.00.007,EQUIPMENT CLEANSING,05 - SPECIAL CARE BABY UNIT,,11.23,10.00,-1.23
3896852,05.04.00.008,EQUIPMENT ROOM,05 - SPECIAL CARE BABY UNIT,,20.07,20.00,-0.07
3916873,05.04.00.009,EQUIPMENT ROOM,05 - SPECIAL CARE BABY UNIT,,20.07,20.00,-0.07
3917013,05.04.00.010,STORE (PPE / GENERAL CONSUMABLE),05 - SPECIAL CARE BABY UNIT,,20.07,20.00,-0.07
3896711,05.04.00.011,WC (ACCESSIBLE/DISABLED/UNISEX),05 - SPECIAL CARE BABY UNIT,,5.66,0.00,-5.66
3896723,05.04.00.012,PUBLIC WC (M),05 - SPECIAL CARE BABY UNIT,,2.69,0.00,-2.69
3896726,05.04.00.013,PUBLIC WC (F),05 - SPECIAL CARE BABY UNIT,,2.69,0.00,-2.69
3945940,05.04.00.014,STAFF WC (F),05 - SPECIAL CARE BABY UNIT,,2.57,0.00,-2.57
3914310,05.04.00.015,STAFF WC (M),05 - SPECIAL CARE BABY UNIT,,2.57,0.00,-2.57
3951941,05.05.00.001,STAFF ROOM CUM PANTRY,05 - SPECIAL CARE BABY UNIT,,24.97,25.00,0.03
3913424,05.05.00.002,TRANSITIONAL CARE ROOM WITH ENSUITE WC & SHOWER,05 - SPECIAL CARE BABY UNIT,,9.44,10.00,0.56
3913078,05.05.00.003,PARENT OVERNIGHT ROOM WITH ENSUITE WC & SHOWER,05 - SPECIAL CARE BABY UNIT,,7.04,7.00,-0.04
3913308,05.05.00.004,PARENT OVERNIGHT ROOM WITH ENSUITE WC & SHOWER,05 - SPECIAL CARE BABY UNIT,,7.04,7.00,-0.04
3896882,05.05.00.005,FAMILY LOUNGE,05 - SPECIAL CARE BABY UNIT,,20.15,20.00,-0.15
3914627,05.05.00.006,OFFICE -DOM / NC & CLERK,05 - SPECIAL CARE BABY UNIT,,11.91,10.00,-1.91
3914684,05.05.00.007,OFFICE - WM/NO,05 - SPECIAL CARE BABY UNIT,,12.88,12.00,-0.88
3945875,05.05.00.008,OFFICE - APN,05 - SPECIAL CARE BABY UNIT,,17.20,18.00,0.80
3914746,05.05.00.009,OFFICE - AC,05 - SPECIAL CARE BABY UNIT,,9.08,8.00,-1.08
3914832,05.05.00.010,OFFICE - AC,05 - SPECIAL CARE BABY UNIT,,9.08,8.00,-1.08
3914851,05.05.00.011,OFFICE - AC,05 - SPECIAL CARE BABY UNIT,,8.01,8.00,-0.01
3914869,05.05.00.012,OFFICE - AC,05 - SPECIAL CARE BABY UNIT,,8.01,8.00,-0.01
3945896,05.05.00.013,OFFICE-RESIDENT,05 - SPECIAL CARE BABY UNIT,,34.01,34.00,-0.01
3900651,05.05.00.014,MULTIPURPOSE,05 - SPECIAL CARE BABY UNIT,,18.87,20.00,1.13
3947174,05.05.00.015,STAFF CHANGE ROOM /LOCKERS (M),05 - SPECIAL CARE BABY UNIT,,20.16,10.00,-10.16
3947334,05.05.00.016,STAFF CHANGE ROOM / LOCKERS (F),05 - SPECIAL CARE BABY UNIT,,38.26,30.00,-8.26
3912548,05.05.00.017,MO CALL ROOM,05 - SPECIAL CARE BABY UNIT,,7.00,7.00,0.00
3912581,05.05.00.018,MO CALL ROOM,05 - SPECIAL CARE BABY UNIT,,7.00,7.00,0.00
3945943,05.05.00.019,STAFF WC (F),05 - SPECIAL CARE BABY UNIT,,2.57,0.00,-2.57
3945950,05.05.00.020,STAFF WC (F),05 - SPECIAL CARE BABY UNIT,,2.88,0.00,-2.88
3914349,05.05.00.021,STAFF WC (M),05 - SPECIAL CARE BABY UNIT,,2.57,0.00,-2.57
4140454,07.01.01.001,4-BED,07 - CARDIOTHORACIC SERVICES,07.01.01 - CICU,54.00,80.00,26.00
3787174,07.01.01.002,ENSUITE WC / SHOWER FOR 4-BED,07 - CARDIOTHORACIC SERVICES,07.01.01 - CICU,4.57,0.00,-4.57
3790825,07.01.01.003,1-BED,07 - CARDIOTHORACIC SERVICES,07.01.01 - CICU,20.29,20.00,-0.29
3791025,07.01.01.004,1-BED,07 - CARDIOTHORACIC SERVICES,07.01.01 - CICU,20.29,20.00,-0.29
3718258,07.01.01.005,ENSUITE WC / SHOWER FOR 1-BED,07 - CARDIOTHORACIC SERVICES,07.01.01 - CICU,4.57,0.00,-4.57
3791017,07.01.01.006,ENSUITE WC / SHOWER FOR 1-BED,07 - CARDIOTHORACIC SERVICES,07.01.01 - CICU,4.57,0.00,-4.57
3718448,07.01.01.007,NURSE STATION (CENTRAL),07 - CARDIOTHORACIC SERVICES,07.01.01 - CICU,11.19,10.00,-1.19
3718715,07.01.01.008,NURSE STATION (SATELLITE),07 - CARDIOTHORACIC SERVICES,07.01.01 - CICU,3.88,3.00,-0.88
3718340,07.01.01.009,STORE (SATELLITE),07 - CARDIOTHORACIC SERVICES,07.01.01 - CICU,4.84,5.00,0.16
3718794,07.01.01.010,ALCOVE (MEDICATION TROLLEY),07 - CARDIOTHORACIC SERVICES,07.01.01 - CICU,1.11,1.00,-0.11
3718831,07.01.01.011,ALCOVE (E-TROLLEY),07 - CARDIOTHORACIC SERVICES,07.01.01 - CICU,1.03,1.00,-0.03
3718812,07.01.01.012,ALCOVE (MEDICAL RECORD TROLLEY),07 - CARDIOTHORACIC SERVICES,07.01.01 - CICU,1.02,1.00,-0.02
3718884,07.01.01.013,ALCOVE (BEDSIDE STERNOTOMY TROLLEY),07 - CARDIOTHORACIC SERVICES,07.01.01 - CICU,1.07,1.00,-0.07
4140473,07.01.02.001,4-BED,07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,54.00,40.00,-14.00
4140490,07.01.02.002,4-BED,07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,54.00,40.00,-14.00
4140507,07.01.02.003,4-BED,07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,54.00,40.00,-14.00
3756612,07.01.02.004,ENSUITE WC / SHOWER FOR 4-BED,07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,4.57,0.00,-4.57
3787451,07.01.02.005,ENSUITE WC / SHOWER FOR 4-BED,07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,4.57,0.00,-4.57
3787473,07.01.02.006,ENSUITE WC / SHOWER FOR 4-BED,07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,4.57,0.00,-4.57
3791260,07.01.02.007,1-BED,07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,20.29,15.00,-5.29
3791252,07.01.02.008,ENSUITE WC / SHOWER FOR 1-BED,07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,4.57,0.00,-4.57
3756486,07.01.02.009,ALCOVE (SITTING),07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,4.70,0.00,-4.70
3756508,07.01.02.010,STAFF WC & SHOWER (M & F),07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,10.14,10.00,-0.14
3756513,07.01.02.011,CLIENT WC (M / F / DISABLED),07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,21.05,20.00,-1.05
3756440,07.01.02.012,NURSE STATION (SATELLITE),07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,7.75,3.00,-4.75
3756436,07.01.02.013,NURSE STATION (SATELLITE),07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,3.28,3.00,-0.28
3756472,07.01.02.014,STORE (SATELLITE),07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,5.03,5.00,-0.03
3756464,07.01.02.015,STORE (SATELLITE),07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,5.00,5.00,0.00
3756446,07.01.02.016,ALCOVE (MEDICATION TROLLEY),07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,1.05,1.00,-0.05
3756449,07.01.02.017,ALCOVE (E-TROLLEY),07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,1.11,1.00,-0.11
3756443,07.01.02.018,ALCOVE (MEDICAL RECORD TROLLEY),07 - CARDIOTHORACIC SERVICES,07.01.02 - CCU,1.09,1.00,-0.09
4140527,07.01.03.001,4-BED,07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),54.00,40.00,-14.00
4140545,07.01.03.002,4-BED,07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),54.00,40.00,-14.00
3787196,07.01.03.003,ENSUITE WC / SHOWER FOR 4-BED,07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),4.57,0.00,-4.57
3791341,07.01.03.004,ENSUITE WC / SHOWER FOR 4-BED,07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),4.57,0.00,-4.57
3791476,07.01.03.005,1-BED,07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),20.29,15.00,-5.29
3791270,07.01.03.006,1-BED,07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),20.29,15.00,-5.29
3791468,07.01.03.007,ENSUITE WC / SHOWER FOR 4-BED,07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),4.57,0.00,-4.57
3791262,07.01.03.008,ENSUITE WC / SHOWER FOR 4-BED,07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),4.57,0.00,-4.57
3756892,07.01.03.009,ALCOVE (SITTING),07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),2.31,0.00,-2.31
3756968,07.01.03.010,NURSE STATION (CENTRAL),07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),11.78,10.00,-1.78
3757018,07.01.03.011,NURSE STATION (SATELLITE),07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),8.10,5.00,-3.10
3757070,07.01.03.012,NURSE STATION (SATELLITE),07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),7.79,3.00,-4.79
3757120,07.01.03.013,STORE (SATELLITE),07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),6.84,5.00,-1.84
3757170,07.01.03.014,STORE (SATELLITE),07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),8.01,5.00,-3.01
3756778,07.01.03.015,INVESTIGATION ROOM (POCT ROOM),07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),15.63,10.00,-5.63
3756803,07.01.03.016,TREATMENT ROOM,07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),21.33,20.00,-1.33
3756724,07.01.03.017,ALCOVE (MEDICATION TROLLEY),07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),1.02,1.00,-0.02
3756751,07.01.03.018,ALCOVE (E-TROLLEY),07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),1.10,1.00,-0.10
3756655,07.01.03.019,ALCOVE (MEDICAL RECORD TROLLEY),07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),1.18,1.00,-0.18
3756695,07.01.03.020,ALCOVE (BEDSIDE STERNOTOMY TROLLEY),07 - CARDIOTHORACIC SERVICES,07.01.03 - CTS (HDU),1.05,1.00,-0.05
3758532,07.01.04.001,END-OF-LIFE ROOM,07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,20.29,20.00,-0.29
3796802,07.01.04.002,ENSUITE WC / SHOWER FOR END-OF-LIFE ROOM,07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,4.57,0.00,-4.57
3758507,07.01.04.003,ASSISTED BATH,07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,4.43,0.00,-4.43
3759152,07.01.04.004,ALCOVE (WHEELCHAIR / STRETCHER),07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,2.00,2.00,0.00
3758455,07.01.04.005,ALCOVE (WHEELCHAIR / STRETCHER),07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,2.96,2.00,-0.96
3758581,07.01.04.006,ALCOVE (TROLLEY),07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,1.25,1.00,-0.25
3759314,07.01.04.007,ALCOVE (TROLLEY),07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,2.17,1.00,-1.17
3758480,07.01.04.008,CLEANER'S ROOM,07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,3.58,3.00,-0.58
3758616,07.01.04.009,DIRTY UTILITY,07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,9.92,10.00,0.08
3758430,07.01.04.010,STORE (LINEN),07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,14.94,15.00,0.06
3758673,07.01.04.011,STORE (PPE / GENERAL CONSUMABLES),07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,15.22,15.00,-0.22
3758375,07.01.04.012,STORE (MEDICATION) / MEDICATION ROOM,07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,19.95,20.00,0.05
3758702,07.01.04.013,STORE (EQUIPMENT),07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,20.82,20.00,-0.82
3758403,07.01.04.014,DOCTOR WORKROOM / MEDICAL RECORD HOLDING,07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,10.47,10.00,-0.47
3760023,07.01.04.015,PATIENT MEAL PREPARATION ROOM,07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,9.24,9.00,-0.24
3759973,07.01.04.016,REFUSE,07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,14.88,15.00,0.12
3758727,07.01.04.017,SOILED LINEN,07 - CARDIOTHORACIC SERVICES,07.01.04 - SUPPORT AREA,16.63,15.00,-1.63
3758791,07.01.05.001,OFFICE (WM/NO),07 - CARDIOTHORACIC SERVICES,07.01.05 - STAFF AREA,17.35,12.00,-5.35
3769324,07.01.05.002,STAFF PANTRY & STAFF COMMON ROOM,07 - CARDIOTHORACIC SERVICES,07.01.05 - STAFF AREA,20.07,20.00,-0.07
3769376,07.01.06.001,RECEPTION,07 - CARDIOTHORACIC SERVICES,07.01.06 - SHARED FACILITIES,15.05,15.00,-0.05
3769172,07.01.06.002,GOWN-DOWN AREA,07 - CARDIOTHORACIC SERVICES,07.01.06 - SHARED FACILITIES,9.98,5.00,-4.98
3769222,07.01.06.003,INTERVIEW ROOM,07 - CARDIOTHORACIC SERVICES,07.01.06 - SHARED FACILITIES,10.79,10.00,-0.79
3769122,07.01.06.004,INTERVIEW ROOM,07 - CARDIOTHORACIC SERVICES,07.01.06 - SHARED FACILITIES,10.29,10.00,-0.29
3769274,07.01.06.005,OFFICE (DOM/NC & CLERK),07 - CARDIOTHORACIC SERVICES,07.01.06 - SHARED FACILITIES,12.57,10.00,-2.57
3769476,07.01.06.006,OFFICE (NO/APN),07 - CARDIOTHORACIC SERVICES,07.01.06 - SHARED FACILITIES,36.99,37.00,0.01
3770501,07.01.06.007,OFFICE (SMO),07 - CARDIOTHORACIC SERVICES,07.01.06 - SHARED FACILITIES,11.74,8.00,-3.74
3770551,07.01.06.008,OFFICE (SMO),07 - CARDIOTHORACIC SERVICES,07.01.06 - SHARED FACILITIES,10.27,8.00,-2.27
3770401,07.01.06.009,OFFICE (SMO),07 - CARDIOTHORACIC SERVICES,07.01.06 - SHARED FACILITIES,11.74,8.00,-3.74
3770451,07.01.06.010,OFFICE (MO),07 - CARDIOTHORACIC SERVICES,07.01.06 - SHARED FACILITIES,33.82,34.00,0.18
3770299,07.01.06.011,MO CALL ROOM,07 - CARDIOTHORACIC SERVICES,07.01.06 - SHARED FACILITIES,12.55,7.00,-5.55
3769426,07.01.06.012,MO CALL ROOM,07 - CARDIOTHORACIC SERVICES,07.01.06 - SHARED FACILITIES,11.11,7.00,-4.11
3770351,07.01.06.013,MO CALL ROOM,07 - CARDIOTHORACIC SERVICES,07.01.06 - SHARED FACILITIES,11.46,7.00,-4.46
3758766,07.01.06.014,CONFERENCE ROOM,07 - CARDIOTHORACIC SERVICES,07.01.06 - SHARED FACILITIES,30.92,30.00,-0.92
3770761,07.01.06.015,STAFF CHANGE (M),07 - CARDIOTHORACIC SERVICES,07.01.06 - SHARED FACILITIES,51.22,50.00,-1.22
3770811,07.01.06.016,STAFF CHANGE (F),07 - CARDIOTHORACIC SERVICES,07.01.06 - SHARED FACILITIES,49.95,50.00,0.05
3822133,07.02.01.001,PATIENT HOLDING AREA,07 - CARDIOTHORACIC SERVICES,07.02.01 - CARDIAC CATHETERIZATION LABORATORY,29.96,10.00,-19.96
3822136,07.02.01.002,NURSE STATION,07 - CARDIOTHORACIC SERVICES,07.02.01 - CARDIAC CATHETERIZATION LABORATORY,16.20,10.00,-6.20
3822234,07.02.01.003,SCRUBBING & GOWN UP AREA,07 - CARDIOTHORACIC SERVICES,07.02.01 - CARDIAC CATHETERIZATION LABORATORY,35.40,15.00,-20.40
3822130,07.02.01.004,INTERVIEW ROOM,07 - CARDIOTHORACIC SERVICES,07.02.01 - CARDIAC CATHETERIZATION LABORATORY,12.28,10.00,-2.28
3828559,07.02.01.005,ALCOVE (LEAD APRON),07 - CARDIOTHORACIC SERVICES,07.02.01 - CARDIAC CATHETERIZATION LABORATORY,11.77,10.00,-1.77
3822122,07.02.01.006,PREPARATION ROOM,07 - CARDIOTHORACIC SERVICES,07.02.01 - CARDIAC CATHETERIZATION LABORATORY,22.03,20.00,-2.03
3822229,07.02.01.007,GOWN DOWN ROOM,07 - CARDIOTHORACIC SERVICES,07.02.01 - CARDIAC CATHETERIZATION LABORATORY,6.05,5.00,-1.05
3819175,07.02.01.008,CARDIAC CATH LAB,07 - CARDIOTHORACIC SERVICES,07.02.01 - CARDIAC CATHETERIZATION LABORATORY,91.74,80.00,-11.74
3831079,07.02.01.009,CARDIAC CATH LAB,07 - CARDIOTHORACIC SERVICES,07.02.01 - CARDIAC CATHETERIZATION LABORATORY,91.74,80.00,-11.74
3819537,07.02.01.010,CARDIAC CATH LAB,07 - CARDIOTHORACIC SERVICES,07.02.01 - CARDIAC CATHETERIZATION LABORATORY,91.74,80.00,-11.74
3819599,07.02.01.011,CARDIAC CATH LAB,07 - CARDIOTHORACIC SERVICES,07.02.01 - CARDIAC CATHETERIZATION LABORATORY,91.74,80.00,-11.74
3820240,07.02.01.012,CONTROL ROOM,07 - CARDIOTHORACIC SERVICES,07.02.01 - CARDIAC CATHETERIZATION LABORATORY,35.46,20.00,-15.46
3820611,07.02.01.013,CONTROL ROOM,07 - CARDIOTHORACIC SERVICES,07.02.01 - CARDIAC CATHETERIZATION LABORATORY,35.46,20.00,-15.46
3822275,07.02.01.014,MULTIPURPOSE,07 - CARDIOTHORACIC SERVICES,07.02.01 - CARDIAC CATHETERIZATION LABORATORY,20.11,20.00,-0.11
3822586,07.02.02.001,STAFF CHANGE (M),07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,14.12,10.00,-4.12
3822686,07.02.02.002,STAFF CHANGE (F),07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,15.44,15.00,-0.44
3822530,07.02.02.003,CLEANER'S ROOM,07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,4.62,3.00,-1.62
3822409,07.02.02.004,DIRTY UTILITY,07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,5.19,5.00,-0.19
3822636,07.02.02.005,STORE (GENERAL CONSUMABLES),07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,15.08,15.00,-0.08
3822438,07.02.02.006,STORE (LINEN),07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,15.08,15.00,-0.08
3822979,07.02.02.007,STORE (EQUIPMENT),07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,20.09,20.00,-0.09
3828538,07.02.02.008,ALCOVE (WHEELCHAIR & STRETCHER),07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,11.22,10.00,-1.22
3828535,07.02.02.009,ALCOVE (TROLLEY),07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,1.16,1.00,-0.16
3828532,07.02.02.010,ALCOVE (TROLLEY),07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,1.16,1.00,-0.16
3828547,07.02.02.011,ALCOVE (TROLLEY),07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,1.16,1.00,-0.16
3828550,07.02.02.012,ALCOVE (TROLLEY),07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,1.16,1.00,-0.16
3828541,07.02.02.013,ALCOVE (TROLLEY),07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,1.16,1.00,-0.16
3828544,07.02.02.014,ALCOVE (TROLLEY),07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,1.16,1.00,-0.16
3828553,07.02.02.015,ALCOVE (TROLLEY),07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,1.16,1.00,-0.16
3828556,07.02.02.016,ALCOVE (TROLLEY),07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,1.16,1.00,-0.16
3825400,07.02.02.017,STORE (MEDICATION) / MEDICATION ROOM,07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,9.91,10.00,0.09
3825550,07.02.02.018,OFFICE (WM/NO),07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,16.77,12.00,-4.77
4119998,07.02.02.019,STAFF COMMON ROOM CUM PANTRY,07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,31.41,20.00,-11.41
3825350,07.02.02.020,REFUSE,07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,9.91,10.00,0.09
3825256,07.02.02.021,SOILED LINEN,07 - CARDIOTHORACIC SERVICES,07.02.02 - SUPPORT AREA,20.26,10.00,-10.26
3706168,07.03.01.001,CONSULTATION ROOM,07 - CARDIOTHORACIC SERVICES,07.03.01 - PATIENT AREA,15.06,15.00,-0.06
3712113,07.03.01.002,CONSULTATION ROOM,07 - CARDIOTHORACIC SERVICES,07.03.01 - PATIENT AREA,15.06,15.00,-0.06
3712223,07.03.01.003,CONSULTATION ROOM,07 - CARDIOTHORACIC SERVICES,07.03.01 - PATIENT AREA,15.06,15.00,-0.06
3712397,07.03.01.004,CONSULTATION ROOM,07 - CARDIOTHORACIC SERVICES,07.03.01 - PATIENT AREA,15.06,15.00,-0.06
3712400,07.03.01.005,CONSULTATION ROOM,07 - CARDIOTHORACIC SERVICES,07.03.01 - PATIENT AREA,15.06,15.00,-0.06
3712403,07.03.01.006,CONSULTATION ROOM,07 - CARDIOTHORACIC SERVICES,07.03.01 - PATIENT AREA,15.06,15.00,-0.06
